interstate,start_measure_m,end_measure_m,gap_length_m,gap_length_mi,is_food_desert,segment_type
I-10,1133308.1890968087,1133318.2394285663,10.05033175763674,0.0062449866266234815,False,Served Segment
I-10,1133318.2394285663,1133329.4738222943,11.234393727965653,0.006980728624809644,False,Served Segment
I-10,1133329.4738222943,1133350.0708776973,20.597055403050035,0.012798416872371621,False,Served Segment
I-10,1133350.0708776973,1133399.083384411,49.012506713625044,0.03045495973118553,False,Served Segment
I-10,1133399.083384411,1133407.1847901014,8.101405690424144,0.005033980112657172,False,Served Segment
I-10,1133407.1847901014,1133443.2624984083,36.077708306955174,0.022417648623883502,False,Served Segment
I-10,1133443.2624984083,1133502.7030403356,59.440541927237064,0.03693464040456053,False,Served Segment
I-10,1133502.7030403356,1133541.6401607667,38.93712043110281,0.02419440494456301,False,Served Segment
I-10,1133541.6401607667,1133542.9690071123,1.32884634565562,0.000825706838100257,False,Served Segment
I-10,1133542.9690071123,1133549.433894565,6.464887452777475,0.004017094824212521,False,Served Segment
I-10,1133549.433894565,1133620.1204223277,70.68652776256204,0.043922572030940576,False,Served Segment
I-10,1133620.1204223277,1133641.8185710153,21.698148687602952,0.013482604519358789,False,Served Segment
I-10,1133641.8185710153,1133658.1698621686,16.35129115334712,0.010160221278575072,False,Served Segment
I-10,1133658.1698621686,1133680.4395612704,22.26969910180196,0.01383774948165337,False,Served Segment
I-10,1133680.4395612704,1133814.3125147326,133.8729534621816,0.08318479670112891,False,Served Segment
I-10,1133814.3125147326,1133942.0395704014,127.72705566883087,0.07936591286190577,False,Served Segment
I-10,1133942.0395704014,1133966.2377640938,24.198193692369387,0.0150360604646175,False,Served Segment
I-10,1133966.2377640938,1134005.7513327878,39.51356869400479,0.02455259328894555,False,Served Segment
I-10,1134005.7513327878,1134061.4487110556,55.69737826776691,0.0346087463387361,False,Served Segment
I-10,1134061.4487110556,1134079.068140034,17.619428978534415,0.010948205590932961,False,Served Segment
I-10,1134079.068140034,1134097.7990551868,18.730915152700618,0.011638851080129927,False,Served Segment
I-10,1134097.7990551868,1134169.7454630479,71.9464078610763,0.044705425229830474,False,Served Segment
I-10,1134169.7454630479,1134540.8114145515,371.06595150358044,0.2305696926844605,False,Served Segment
I-10,1134540.8114145515,1134708.0575645904,167.24615003890358,0.10392193964677755,False,Served Segment
I-10,1134708.0575645904,1135027.044789151,318.98722456069663,0.19820947203375824,False,Served Segment
I-10,1135027.044789151,1135128.3402354016,101.2954462505877,0.06294207220494046,False,Served Segment
I-10,1135128.3402354016,1135128.6595464791,0.31931107747368515,0.00019841070490441145,False,Served Segment
I-10,1135128.6595464791,1135145.6072275052,16.947681026067585,0.010530800764825658,False,Served Segment
I-10,1135145.6072275052,1135166.4946031736,20.887375668389723,0.012978813521776402,False,Served Segment
I-10,1135166.4946031736,1135182.2110947112,15.716491537634283,0.009765775084527785,False,Served Segment
I-10,1135182.2110947112,1135203.7101530922,21.49905838095583,0.01335889553815457,False,Served Segment
I-10,1135203.7101530922,1135292.8416204914,89.13146739918739,0.05538372616369613,False,Served Segment
I-10,1135292.8416204914,1135312.342635813,19.50101532158442,0.012117369140211427,False,Served Segment
I-10,1135312.342635813,1136144.9792974081,832.6366615951993,0.5173764351159226,False,Served Segment
I-10,1136144.9792974081,1136628.9004938214,483.9211964132264,0.3006946907642036,False,Served Segment
I-10,1136628.9004938214,1136631.1954229875,2.294929166091606,0.0014260028720345717,False,Served Segment
I-10,1136631.1954229875,1137208.1624085929,576.9669856054243,0.3585106637272232,False,Served Segment
I-10,1137208.1624085929,1137778.7402733457,570.5778647528496,0.3545406480857104,False,Served Segment
I-10,1137778.7402733457,1137970.471796141,191.73152279527858,0.11913644490878182,False,Served Segment
I-10,1137970.471796141,1138496.1360238278,525.6642276868224,0.3266326078742782,False,Served Segment
I-10,1138496.1360238278,1138591.2679223674,95.13189853960648,0.05911222121535637,False,Served Segment
I-10,1138591.2679223674,1138635.8257494285,44.55782706104219,0.027686950124424726,False,Served Segment
I-10,1138635.8257494285,1138684.7174428732,48.891693444689736,0.030379889846229104,False,Served Segment
I-10,1138684.7174428732,1138687.674643833,2.957200959790498,0.00183751948607041,False,Served Segment
I-10,1138687.674643833,1138753.8767154606,66.20207162760198,0.04113606017582442,False,Served Segment
I-10,1138753.8767154606,1138793.0647144201,39.18799895956181,0.024350293634898323,False,Served Segment
I-10,1138793.0647144201,1138836.7200614524,43.65534703223966,0.027126175032957316,False,Served Segment
I-10,1138836.7200614524,1138913.240234608,76.52017315570265,0.047547431223966194,False,Served Segment
I-10,1138913.240234608,1138945.15189667,31.911662061931565,0.019828987501697315,False,Served Segment
I-10,1138945.15189667,1138974.1246759035,28.972779233474284,0.018002850374732985,False,Served Segment
I-10,1138974.1246759035,1138994.2940296824,20.169353778939694,0.012532655404276335,False,Served Segment
I-10,1138994.2940296824,1139042.9570181246,48.66298844222911,0.030237779146179502,False,Served Segment
I-10,1139042.9570181246,1139158.4251767027,115.46815857803449,0.07174858736108283,False,Served Segment
I-10,1139158.4251767027,1139169.0464547141,10.621278011472896,0.006599756181073093,False,Served Segment
I-10,1139169.0464547141,1139269.1267023184,100.08024760428816,0.06218698277328412,False,Served Segment
I-10,1139269.1267023184,1139373.1177982145,103.9910958961118,0.06461707123903392,False,Served Segment
I-10,1139373.1177982145,1139466.2885882123,93.17078999779187,0.057893644862622204,False,Served Segment
I-10,1139466.2885882123,1139612.1484121757,145.85982396337204,0.09063309271564814,False,Served Segment
I-10,1139612.1484121757,1140106.35060455,494.2021923742723,0.3070830054819058,False,Served Segment
I-10,1140106.35060455,1140212.2858121756,105.9352076256182,0.0658250862622399,False,Served Segment
I-10,1140212.2858121756,1140957.3763695105,745.0905573349446,0.46297780793599413,False,Served Segment
I-10,1140957.3763695105,1141299.1869417753,341.81057226471603,0.212391242807452,False,Served Segment
I-10,1141299.1869417753,1141503.3598607576,204.17291898233816,0.12686717009063206,False,Served Segment
I-10,1141503.3598607576,1142487.5028897687,984.1430290110875,0.6115181272686806,False,Served Segment
I-10,1142487.5028897687,1142540.3496180722,52.84672830346972,0.032837434571769436,False,Served Segment
I-10,1142540.3496180722,1142593.3336296661,52.984011593973264,0.03292273845366389,False,Served Segment
I-10,1142593.3336296661,1142604.9880085562,11.654378890059888,0.00724169530570213,False,Served Segment
I-10,1142604.9880085562,1142820.5043217267,215.51631317054853,0.1339156284613784,False,Served Segment
I-10,1142820.5043217267,1142835.8997233366,15.395401609828696,0.009566259053271827,False,Served Segment
I-10,1142835.8997233366,1142882.181112064,46.28138872748241,0.02875792169199525,False,Served Segment
I-10,1142882.181112064,1142940.3041866294,58.12307456531562,0.03611600413914963,False,Served Segment
I-10,1142940.3041866294,1143020.8898244146,80.5856377852615,0.050073593827833884,False,Served Segment
I-10,1143020.8898244146,1143093.8787233022,72.98889888753183,0.04535319912183587,False,Served Segment
I-10,1143093.8787233022,1143141.3874360756,47.50871277344413,0.029520545497696036,False,Served Segment
I-10,1143141.3874360756,1143247.6941562872,106.30672021163628,0.06605593348074512,False,Served Segment
I-10,1143247.6941562872,1143306.3254581185,58.63130183122121,0.0364318019212929,False,Served Segment
I-10,1143306.3254581185,1143313.2723498396,6.946891721105203,0.004316598391086805,False,Served Segment
I-10,1143313.2723498396,1143325.613939557,12.341589717427269,0.007668708316821803,False,Served Segment
I-10,1143325.613939557,1143359.2656149333,33.65167537634261,0.02091018164938174,False,Served Segment
I-10,1143359.2656149333,1143375.5727702177,16.30715528433211,0.010132796521024785,False,Served Segment
I-10,1143375.5727702177,1143398.297910881,22.725140663329512,0.014120747747734176,False,Served Segment
I-10,1143398.297910881,1143467.5933265435,69.29541566246189,0.04305817504676557,False,Served Segment
I-10,1143467.5933265435,1143470.0576683993,2.4643418558407575,0.0015312710370441356,False,Served Segment
I-10,1143470.0576683993,1143536.9650073291,66.90733892982826,0.04157429296025477,False,Served Segment
I-10,1143536.9650073291,1143573.2527568147,36.28774948557839,0.022548162161463544,False,Served Segment
I-10,1143573.2527568147,1143626.1220470818,52.86929026711732,0.03285145392602037,False,Served Segment
I-10,1143626.1220470818,1143663.9735507981,37.851503716316074,0.023519833992183197,False,Served Segment
I-10,1143663.9735507981,1143928.2790860315,264.30553523334675,0.16423184554287135,False,Served Segment
I-10,1143928.2790860315,1143933.2990252664,5.019939234945923,0.003119245627377318,False,Served Segment
I-10,1143933.2990252664,1143962.6339105675,29.334885301068425,0.01822785265367033,False,Served Segment
I-10,1143962.6339105675,1143980.326061058,17.692150490591303,0.01099339264358105,False,Served Segment
I-10,1143980.326061058,1144097.043837993,116.7177769348491,0.07252506420929838,False,Served Segment
I-10,1144097.043837993,1144165.312609773,68.2687717799563,0.042420248113489906,False,Served Segment
I-10,1144165.312609773,1144280.6455751879,115.33296541497111,0.0716645822241678,False,Served Segment
I-10,1144280.6455751879,1144341.5635330742,60.917957886355,0.037852664120508105,False,Served Segment
I-10,1144341.5635330742,1147044.5397902268,2702.9762571526226,1.6795515794961315,False,Served Segment
I-10,1147044.5397902268,1147811.4060373874,766.866247160593,0.47650859428474773,False,Served Segment
I-10,1147811.4060373874,1147862.7139666907,51.307929303264245,0.03188126920239815,False,Served Segment
I-10,1147862.7139666907,1147894.7917157672,32.0777490765322,0.01993218918797485,False,Served Segment
I-10,1147894.7917157672,1148019.652890344,124.86117457668297,0.0775851369108674,False,Served Segment
I-10,1148019.652890344,1148059.7517792464,40.098888902459294,0.024916294404713532,False,Served Segment
I-10,1148059.7517792464,1148118.8818638409,59.13008459447883,0.036741731161565726,False,Served Segment
I-10,1148118.8818638409,1148194.8128832534,75.93101941258647,0.047181348060195,False,Served Segment
I-10,1148194.8128832534,1148218.7921447407,23.979261487256736,0.014900022299307503,False,Served Segment
I-10,1148218.7921447407,1148327.5265300472,108.73438530648127,0.06756441463508192,False,Served Segment
I-10,1148327.5265300472,1151779.3636798193,3451.8371497720946,2.144872165163007,False,Served Segment
I-10,1151779.3636798193,1151907.4762497642,128.11256994493306,0.07960546032727189,False,Served Segment
I-10,1151907.4762497642,1152201.534625375,294.05837561073713,0.1827194034406175,False,Served Segment
I-10,1152201.534625375,1152406.3231505891,204.78852521418594,0.12724969006886405,False,Served Segment
I-10,1152406.3231505891,1152611.6605880938,205.33743750466965,0.12759076835323563,False,Served Segment
I-10,1152611.6605880938,1153890.0526824875,1278.3920943937264,0.7943560198402122,False,Served Segment
I-10,1153890.0526824875,1153953.9092412277,63.85655874013901,0.03967862603653352,False,Served Segment
I-10,1153953.9092412277,1154022.6591797224,68.74993849475868,0.04271923124873158,False,Served Segment
I-10,1154022.6591797224,1154070.5488908396,47.889711117139086,0.02975728689275822,False,Served Segment
I-10,1154070.5488908396,1154090.6136571593,20.064766319701448,0.012467667770036392,False,Served Segment
I-10,1154090.6136571593,1154206.2776927797,115.66403562040068,0.07187029971242984,False,Served Segment
I-10,1154206.2776927797,1155062.2379041074,855.9602113277651,0.5318690170204537,False,Served Segment
I-10,1155062.2379041074,1155232.6826074885,170.44470338104293,0.10590942855041739,False,Served Segment
I-10,1155232.6826074885,1155234.0796353042,1.3970278156921268,0.0008680728394253352,False,Served Segment
I-10,1155234.0796353042,1155538.755967991,304.6763326867949,0.18931709608809236,False,Served Segment
I-10,1155538.755967991,1754857.7842075499,599319.0282395589,372.3995791077351,True,Food Desert
I-10,1754857.7842075499,1755048.712150585,190.92794303502887,0.11863712359509768,False,Served Segment
I-10,1755048.712150585,1755104.1972520147,55.485101429745555,0.034476843626810395,False,Served Segment
I-10,1755104.1972520147,1853105.834509419,98001.63725740439,60.8953941838441,True,Food Desert
I-10,1853105.834509419,1885663.4441755877,32557.60966616869,20.230360734664988,False,Served Segment
I-10,1885663.4441755877,1886495.4366422992,831.9924667114392,0.5169761509729673,False,Served Segment
I-10,1886495.4366422992,1889030.2360568792,2534.7994145799894,1.575051334320064,False,Served Segment
I-10,1889030.2360568792,1901495.766493427,12465.530436547939,7.7457215092285665,False,Served Segment
I-10,1901495.766493427,1904060.0953842327,2564.3288908055983,1.5934001001685147,False,Served Segment
I-10,1904060.0953842327,1904060.6927894368,0.5974052040837705,0.0003712103839103203,False,Served Segment
I-10,1904060.6927894368,1904152.753839185,92.0610497482121,0.057204084240667065,False,Served Segment
I-10,1904152.753839185,1905582.317594469,1429.5637552840635,0.8882897350001389,False,Served Segment
I-10,1905582.317594469,1908517.6018079165,2935.2842134474777,1.8239010512652842,False,Served Segment
I-10,1908517.6018079165,1908693.187337567,175.5855296505615,0.10910378989859315,False,Served Segment
I-10,1908693.187337567,1908715.3589655536,22.171627986477688,0.013776810915800282,False,Served Segment
I-10,1908715.3589655536,1908775.446462913,60.08749735937454,0.037336639872752216,False,Served Segment
I-10,1908775.446462913,1908890.5696616913,115.12319877836853,0.07153423927909044,False,Served Segment
I-10,1908890.5696616913,1909669.4450604818,778.8753987904638,0.48397073515075945,False,Served Segment
I-10,1909669.4450604818,1909732.305124388,62.86006390629336,0.03905943285356851,False,Served Segment
I-10,1909732.305124388,1909818.0384032717,85.7332788836211,0.05327218971433149,False,Served Segment
I-10,1909818.0384032717,1910073.5150460089,255.4766427371651,0.15874582608638368,False,Served Segment
I-10,1910073.5150460089,1910405.6347853192,332.11973931035027,0.2063696383808249,False,Served Segment
I-10,1910405.6347853192,1910420.4335946245,14.798809305299073,0.009195553781726637,False,Served Segment
I-10,1910420.4335946245,1910427.2822760409,6.848681416362524,0.004255573336938855,False,Served Segment
I-10,1910427.2822760409,1910476.5624025594,49.28012651856989,0.030621250968450427,False,Served Segment
I-10,1910476.5624025594,1910538.922253479,62.35985091957264,0.03874861491363726,False,Served Segment
I-10,1910538.922253479,1910571.8385173867,32.91626390768215,0.020453218148315182,False,Served Segment
I-10,1910571.8385173867,1910589.8810929484,18.04257556167431,0.011211136687789752,False,Served Segment
I-10,1910589.8810929484,1910639.1444881344,49.263395186048,0.030610854600413583,False,Served Segment
I-10,1910639.1444881344,1910662.9103603507,23.765872216317803,0.014767428353613523,False,Served Segment
I-10,1910662.9103603507,1910766.4488862036,103.5385258528404,0.06433585725167545,False,Served Segment
I-10,1910766.4488862036,1910771.7149575036,5.266071300022304,0.003272185002101666,False,Served Segment
I-10,1910771.7149575036,1910822.07712085,50.36216334649362,0.0312935974822621,False,Served Segment
I-10,1910822.07712085,1910831.8786930665,9.801572216441855,0.0060904146139308035,False,Served Segment
I-10,1910831.8786930665,1910877.688454883,45.8097618164029,0.028464866315966564,False,Served Segment
I-10,1910877.688454883,1910952.098550065,74.41009518201463,0.04623628955774193,False,Served Segment
I-10,1910952.098550065,1910957.9765590415,5.8780089765787125,0.0036524254457584657,False,Served Segment
I-10,1910957.9765590415,1910977.443742126,19.467183084459975,0.012096346762693356,False,Served Segment
I-10,1910977.443742126,1910980.9468662285,3.503124102484435,0.002176740400116094,False,Served Segment
I-10,1910980.9468662285,1911000.4254535795,19.478587351040915,0.012103433045415345,False,Served Segment
I-10,1911000.4254535795,1911028.348121311,27.922667731530964,0.01735034133878833,False,Served Segment
I-10,1911028.348121311,1911037.9915102161,9.6433889050968,0.005992124061168277,False,Served Segment
I-10,1911037.9915102161,1911045.9500773228,7.958567106630653,0.004945224331547918,False,Served Segment
I-10,1911045.9500773228,1911053.9140408542,7.96396353142336,0.004948577514455182,False,Served Segment
I-10,1911053.9140408542,1911069.020507379,15.10646652476862,0.009386723114988853,False,Served Segment
I-10,1911069.020507379,1911083.0719476496,14.051440270617604,0.008731160193605347,False,Served Segment
I-10,1911083.0719476496,1911098.6887610322,15.616813382599503,0.009703837950493805,False,Served Segment
I-10,1911098.6887610322,1911100.114561088,1.425800055731088,0.0008859510805216833,False,Served Segment
I-10,1911100.114561088,1911105.0854054587,4.97084437077865,0.00308873949309697,False,Served Segment
I-10,1911105.0854054587,1911107.8948450969,2.8094396381638944,0.0017457048574847232,False,Served Segment
I-10,1911107.8948450969,1911108.661958985,0.7671138881705701,0.000476662471274364,False,Served Segment
I-10,1911108.661958985,1911110.179049725,1.5170907399151474,0.0009426764817932943,False,Served Segment
I-10,1911110.179049725,1911111.7592872847,1.580237559741363,0.000981914096514706,False,Served Segment
I-10,1911111.7592872847,1911125.192869408,13.433582123368979,0.008347240940015918,False,Served Segment
I-10,1911125.192869408,1911172.0746744787,46.88180507067591,0.029131003111004177,False,Served Segment
I-10,1911172.0746744787,1911179.3884785487,7.313804069999605,0.004544587154765921,False,Served Segment
I-10,1911179.3884785487,1911183.4030150534,4.014536504633725,0.002494517334164557,False,Served Segment
I-10,1911183.4030150534,1911188.4570428089,5.054027755511925,0.0031404272520430218,False,Served Segment
I-10,1911188.4570428089,1911305.5084871443,117.05144433537498,0.07273239551977388,False,Served Segment
I-10,1911305.5084871443,1911313.3721410453,7.8636539010331035,0.004886247999826701,False,Served Segment
I-10,1911313.3721410453,1911327.631205472,14.259064426645637,0.008860171862973755,False,Served Segment
I-10,1911327.631205472,1911329.2243165511,1.593111079186201,0.0009899133306404354,False,Served Segment
I-10,1911329.2243165511,1911330.6966902292,1.4723736781161278,0.000914890587789887,False,Served Segment
I-10,1911330.6966902292,1911344.8633347726,14.166644543409348,0.008802744809940788,False,Served Segment
I-10,1911344.8633347726,1911362.2912800647,17.427945292089134,0.010829223144392457,False,Served Segment
I-10,1911362.2912800647,1911444.5983706298,82.30709056509659,0.05114325499402029,False,Served Segment
I-10,1911444.5983706298,1911690.2789172018,245.68054657196626,0.15265881413294252,False,Served Segment
I-10,1911690.2789172018,1911754.3263468347,64.04742963286117,0.0397972277107077,False,Served Segment
I-10,1911754.3263468347,1911936.8082862247,182.48193939006887,0.11338902024058801,False,Served Segment
I-10,1911936.8082862247,1912608.873527273,672.0652410483453,0.4176019800914816,False,Served Segment
I-10,1912608.873527273,1913440.6354562165,831.7619289434515,0.5168329014452171,False,Served Segment
I-10,1913440.6354562165,1913621.562649255,180.9271930383984,0.11242294564642388,False,Served Segment
I-10,1913621.562649255,1913668.7931012458,47.23045199085027,0.029347642263462793,False,Served Segment
I-10,1913668.7931012458,1913691.7126178555,22.919516609748825,0.014241527361303005,False,Served Segment
I-10,1913691.7126178555,1913818.511986732,126.79936887649819,0.07878947501373118,False,Served Segment
I-10,1913818.511986732,1914292.253928463,473.7419417309575,0.29436959514619465,False,Served Segment
I-10,1914292.253928463,1914429.9126715865,137.6587431235239,0.08553717733655694,False,Served Segment
I-10,1914429.9126715865,1914437.9701101594,8.057438572868705,0.00500666021240251,False,Served Segment
I-10,1914437.9701101594,1914623.7182775838,185.74816742446274,0.11541856024843833,False,Served Segment
I-10,1914623.7182775838,1914690.2838290136,66.56555142975412,0.04136191605384189,False,Served Segment
I-10,1914690.2838290136,1914712.218758935,21.9349299215246,0.01362973355698011,False,Served Segment
I-10,1914712.218758935,1914977.2920852175,265.073326282436,0.1647089287824331,False,Served Segment
I-10,1914977.2920852175,1914980.9485836988,3.6564984812866896,0.0022720428207311113,False,Served Segment
I-10,1914980.9485836988,1914986.0745268255,5.125943126622587,0.0031851133919302446,False,Served Segment
I-10,1914986.0745268255,1915014.6978207699,28.623293944401667,0.017785690283992524,False,Served Segment
I-10,1915014.6978207699,1915046.1580246356,31.46020386577584,0.019548464384106717,False,Served Segment
I-10,1915046.1580246356,1915055.082840887,8.924816251266748,0.005545623714548752,False,Served Segment
I-10,1915055.082840887,1915063.728154661,8.645313774002716,0.005371948927017913,False,Served Segment
I-10,1915063.728154661,1915081.4011658449,17.67301118397154,0.010981500029808132,False,Served Segment
I-10,1915081.4011658449,1915129.1847639838,47.783598138950765,0.02969135134498949,False,Served Segment
I-10,1915129.1847639838,1915203.596226765,74.41146278125234,0.04623713934451077,False,Served Segment
I-10,1915203.596226765,1915204.5031325354,0.9069057703018188,0.0005635251197393589,False,Served Segment
I-10,1915204.5031325354,1915698.5800927323,494.0769601969514,0.3070051898145775,False,Served Segment
I-10,1915698.5800927323,1916117.2865167418,418.70642400952056,0.26017210988422645,False,Served Segment
I-10,1916117.2865167418,1917302.5831274632,1185.296610721387,0.7365091681588193,False,Served Segment
I-10,1917302.5831274632,1917743.8060517474,441.2229242841713,0.27416321450489844,False,Served Segment
I-10,1917743.8060517474,1917806.6208375846,62.814785837195814,0.03903129836579116,False,Served Segment
I-10,1917806.6208375846,1917930.6714522685,124.05061468388885,0.07708147834390214,False,Served Segment
I-10,1917930.6714522685,1918286.372290474,355.7008382054046,0.22102225391551128,False,Served Segment
I-10,1918286.372290474,1918288.50843499,2.136144516058266,0.0013273386647343675,False,Served Segment
I-10,1918288.50843499,1918666.3569163224,377.8484813324176,0.23478416133059032,False,Served Segment
I-10,1918666.3569163224,1918807.641201837,141.28428551461548,0.08778998493461651,False,Served Segment
I-10,1918807.641201837,1918857.86937335,50.22817151295021,0.031210338816903167,False,Served Segment
I-10,1918857.86937335,1918924.8833774312,67.01400408125482,0.04164057161256687,False,Served Segment
I-10,1918924.8833774312,1918932.2570421498,7.3736647185869515,0.004581782837346739,False,Served Segment
I-10,1918932.2570421498,1919073.8599956818,141.60295353201218,0.0879879960605142,False,Served Segment
I-10,1919073.8599956818,1919204.213887809,130.35389212728478,0.08099815336390777,False,Served Segment
I-10,1919204.213887809,1919205.35056117,1.136673360830173,0.0007062960814034618,False,Served Segment
I-10,1919205.35056117,1919217.1262471536,11.775685983709991,0.00731707203911034,False,Served Segment
I-10,1919217.1262471536,1919312.924983053,95.79873589938506,0.05952657474063038,False,Served Segment
I-10,1919312.924983053,1919444.3332216693,131.40823861630633,0.08165329389882234,False,Served Segment
I-10,1919444.3332216693,1919456.0001980513,11.666976382024586,0.007249523024303434,False,Served Segment
I-10,1919456.0001980513,1919466.4849600564,10.484762005042285,0.006514929067397824,False,Served Segment
I-10,1919466.4849600564,1919686.3162033553,219.8312432989478,0.13659680173968264,False,Served Segment
I-10,1919686.3162033553,1919715.7717247773,29.455521421972662,0.018302812463943482,False,Served Segment
I-10,1919715.7717247773,1919727.2490691675,11.477344390237704,0.007131691167480479,False,Served Segment
I-10,1919727.2490691675,1919742.9857559977,15.73668683017604,0.009778323857532039,False,Served Segment
I-10,1919742.9857559977,1919785.565167834,42.57941183634102,0.02645761989751167,False,Served Segment
I-10,1919785.565167834,1919792.6769416512,7.1117738171014935,0.00441905137565461,False,Served Segment
I-10,1919792.6769416512,1919810.5638024989,17.886860847705975,0.011114380050322352,False,Served Segment
I-10,1919810.5638024989,1919833.9331619667,23.369359467877075,0.014521046754377607,False,Served Segment
I-10,1919833.9331619667,1919878.6113526481,44.678190681384876,0.027761740610699064,False,Served Segment
I-10,1919878.6113526481,1919888.1844263542,9.573073706123978,0.005948432222150129,False,Served Segment
I-10,1919888.1844263542,1919917.4928923184,29.30846596416086,0.018211436438797957,False,Served Segment
I-10,1919917.4928923184,1919956.013728014,38.520835695555434,0.02393573760212573,False,Served Segment
I-10,1919956.013728014,1920025.855768681,69.84204066707753,0.04339783207759033,False,Served Segment
I-10,1920025.855768681,1920036.1749644745,10.319195793475956,0.006412050993122636,False,Served Segment
I-10,1920036.1749644745,1920100.0870362753,63.91207180079073,0.039713120253215425,False,Served Segment
I-10,1920100.0870362753,1920255.2692173894,155.18218111409806,0.096425736892857,False,Served Segment
I-10,1920255.2692173894,1920308.1954364546,52.92621906520799,0.032886827841162605,False,Served Segment
I-10,1920308.1954364546,1920340.7122874283,32.51685097371228,0.020205034457339312,False,Served Segment
I-10,1920340.7122874283,1920345.368236484,4.655949055682868,0.002893072615725953,False,Served Segment
I-10,1920345.368236484,1920375.2195919612,29.85135547723621,0.018548772342790735,False,Served Segment
I-10,1920375.2195919612,1920406.184694638,30.965102676767856,0.019240822768014705,False,Served Segment
I-10,1920406.184694638,1920495.2813296148,89.09663497679867,0.055362082299867936,False,Served Segment
I-10,1920495.2813296148,1920695.6793519773,200.3980223624967,0.12452155807738849,False,Served Segment
I-10,1920695.6793519773,1920700.8428697917,5.163517814362422,0.0032084612204490905,False,Served Segment
I-10,1920700.8428697917,1920737.6302353756,36.78736558393575,0.022858609212160826,False,Served Segment
I-10,1920737.6302353756,1920749.5727117367,11.942476361058652,0.0074207107747371924,False,Served Segment
I-10,1920749.5727117367,1920776.99680643,27.42409469326958,0.017040542415586463,False,Served Segment
I-10,1920776.99680643,1920805.936910035,28.940103605156764,0.017982546680608225,False,Served Segment
I-10,1920805.936910035,1920928.6459224415,122.70901240641251,0.07624784533723834,False,Served Segment
I-10,1920928.6459224415,1920944.7679790978,16.122056656284258,0.010017781565833194,False,Served Segment
I-10,1920944.7679790978,1921038.8380335132,94.07005441538058,0.05845242186591591,False,Served Segment
I-10,1921038.8380335132,1921263.4493732052,224.61133969202638,0.13956701593445925,False,Served Segment
I-10,1921263.4493732052,1921413.3968546153,149.94748141011223,0.09317304529678691,False,Served Segment
I-10,1921413.3968546153,1921503.4218011473,90.02494653197937,0.055938908357678264,False,Served Segment
I-10,1921503.4218011473,1921508.0608230825,4.639021935174242,0.0028825545906743626,False,Served Segment
I-10,1921508.0608230825,1921540.8513185706,32.790495488094166,0.02037506927548999,False,Served Segment
I-10,1921540.8513185706,1921578.7443808098,37.89306223927997,0.023545657261144895,False,Served Segment
I-10,1921578.7443808098,1921594.7256125025,15.981231692712754,0.009930276990321991,False,Served Segment
I-10,1921594.7256125025,1921698.2081163162,103.48250381369144,0.06430104677041791,False,Served Segment
I-10,1921698.2081163162,1921699.6289856592,1.420869342982769,0.0008828872776626806,False,Served Segment
I-10,1921699.6289856592,1921990.4288267447,290.79984108544886,0.1806946439576926,False,Served Segment
I-10,1921990.4288267447,1922359.961029965,369.53220322029665,0.22961666568508451,False,Served Segment
I-10,1922359.961029965,1923596.734530639,1236.7735006739385,0.7684954246413064,False,Served Segment
I-10,1923596.734530639,1924201.2064994075,604.4719687686302,0.37560146790781224,False,Served Segment
I-10,1924201.2064994075,1924303.366879452,102.16038004448637,0.06347951714766163,False,Served Segment
I-10,1924303.366879452,1924364.4440793518,61.077199899824336,0.03795161252027182,False,Served Segment
I-10,1924364.4440793518,1924405.1793667066,40.7352873547934,0.02531173406977837,False,Served Segment
I-10,1924405.1793667066,1925029.7507023704,624.5713356637862,0.3880906354786709,False,Served Segment
I-10,1925029.7507023704,1925203.10809386,173.35739148966968,0.1077192890330903,False,Served Segment
I-10,1925203.10809386,1925338.2581809387,135.1500870785676,0.08397837073898905,False,Served Segment
I-10,1925338.2581809387,1925713.4131508274,375.1549698887393,0.23311049091352706,False,Served Segment
I-10,1925713.4131508274,1925772.2731847242,58.8600338967517,0.0365739294375545,False,Served Segment
I-10,1925772.2731847242,1926170.7978556517,398.5246709275525,0.24763174991024448,False,Served Segment
I-10,1926170.7978556517,1926180.2591830476,9.461327395867556,0.005878996284117974,False,Served Segment
I-10,1926180.2591830476,1926239.3114238067,59.05224075913429,0.03669336124478936,False,Served Segment
I-10,1926239.3114238067,1927241.1696546352,1001.8582308285404,0.6225258433427162,False,Served Segment
I-10,1927241.1696546352,1927252.7182759978,11.548621362540871,0.007175980624739565,False,Served Segment
I-10,1927252.7182759978,1927459.1579795813,206.43970358348452,0.1282756847407916,False,Served Segment
I-10,1927459.1579795813,1927555.4662886285,96.30830904725008,0.059843208815051396,False,Served Segment
I-10,1927555.4662886285,1927715.335366555,159.86907792650163,0.09933803955307356,False,Served Segment
I-10,1927715.335366555,1927746.1906631675,30.85529661248438,0.019172592442935992,False,Served Segment
I-10,1927746.1906631675,1927753.1021877327,6.9115245651919395,0.004294622259250936,False,Served Segment
I-10,1927753.1021877327,1927814.9120279285,61.809840195812285,0.03840685409447096,False,Served Segment
I-10,1927814.9120279285,1927878.271366628,63.35933869937435,0.03936966782699929,False,Served Segment
I-10,1927878.271366628,1927973.8729747545,95.60160812665708,0.059404085221467305,False,Served Segment
I-10,1927973.8729747545,1927982.1716182511,8.29864349658601,0.005156538003426247,False,Served Segment
